d000.s00000.t00000 bn:00106124a
d000.s25341.t00000 bn:00084733v
d000.s25341.t00001 bn:00087107v
d000.s25342.t00000 bn:00087107v
d000.s25342.t00001 bn:00083657v
d000.s25343.t00000 bn:00087901v
d000.s25344.t00000 bn:00093287v
d000.s25345.t00000 bn:00089240v
d000.s25345.t00001 bn:00093287v
d000.s25346.t00000 bn:00087366v
d000.s25347.t00000 bn:00082553v
d000.s25347.t00001 bn:00092876v
d000.s25347.t00002 bn:00089368v
d000.s25348.t00000 bn:00090795v
d000.s25349.t00000 bn:00089105v
d000.s25349.t00001 bn:00091493v
d000.s25350.t00000 bn:00094089v
d000.s25350.t00001 bn:00091493v
d000.s25350.t00002 bn:00087107v
d000.s25351.t00000 bn:00087107v
d000.s25352.t00000 bn:00093287v
d000.s25353.t00000 bn:00087107v
d000.s25354.t00000 bn:00083294v
d000.s25355.t00000 bn:00092756v
d000.s25356.t00000 bn:00082757v
d000.s25356.t00001 bn:00082690v
d000.s25357.t00000 bn:00088469v
d000.s25357.t00001 bn:00092783v
d000.s25357.t00002 bn:00089785v
d000.s25358.t00000 bn:00087383v
d000.s25358.t00001 bn:00082344v
d000.s25358.t00002 bn:00087617v
d000.s25359.t00000 bn:00083983v
d000.s25359.t00001 bn:00087901v
d000.s25360.t00000 bn:00087441v
d000.s25360.t00001 bn:00086903v
d000.s25360.t00002 bn:00093170v
d000.s25360.t00003 bn:00089058v
d000.s25360.t00004 bn:00093639v
d000.s25361.t00000 bn:00093287v
d000.s25362.t00000 bn:00086717v
d000.s25362.t00001 bn:00083340v
d000.s25362.t00002 bn:00086708v
d000.s25363.t00000 bn:00093287v
d000.s25363.t00001 bn:00085339v
d000.s25363.t00002 bn:00083340v
d000.s25363.t00003 bn:00087620v
d000.s25364.t00000 bn:00083181v
d000.s25365.t00000 bn:00089240v
d000.s25366.t00000 bn:00083340v
d000.s25367.t00000 bn:00090464v
d000.s25367.t00001 bn:00086567v
d000.s25368.t00000 bn:00086567v
d000.s25368.t00001 bn:00093287v
d000.s25369.t00000 bn:00083331v
d000.s25369.t00001 bn:00082536v
d000.s25369.t00002 bn:00090224v
d000.s25369.t00003 bn:00093287v
d000.s25369.t00004 bn:00084684v
d000.s25369.t00005 bn:00093430v
d000.s25369.t00006 bn:00084343v
d000.s25370.t00000 bn:00086682v
d000.s25370.t00001 bn:00089240v
d000.s25371.t00000 bn:00093287v
d000.s25371.t00001 bn:00086567v
d000.s25371.t00002 bn:00083095v
d000.s25371.t00003 bn:00084270v
d000.s25371.t00004 bn:00085261v
d000.s25372.t00000 bn:00083848v
d000.s25372.t00001 bn:00086682v
d000.s25372.t00002 bn:00093287v
d000.s25373.t00000 bn:00091124v
d000.s25374.t00000 bn:00089407v
d000.s25374.t00001 bn:00086718v
d000.s25375.t00000 bn:00088481v
d000.s25375.t00001 bn:00084331v
d000.s25376.t00000 bn:00085059v
d000.s25377.t00000 bn:00084198v
d000.s25378.t00000 bn:00089282v
d000.s25379.t00000 bn:00086178v
d000.s25380.t00000 bn:00085903v
d000.s25381.t00000 bn:00087731v
d000.s25382.t00000 bn:00086178v
d000.s25383.t00000 bn:00084331v
d000.s25384.t00000 bn:00085783v
d000.s25385.t00000 bn:00083834v
d000.s25386.t00000 bn:00089384v
d000.s25387.t00000 bn:00083342v
d000.s25388.t00000 bn:00082706v
d000.s25388.t00001 bn:00083341v
d000.s25389.t00000 bn:00089105v
d000.s25389.t00001 bn:00083340v
d000.s25390.t00000 bn:00095233v
d000.s25391.t00000 bn:00089384v
d000.s25392.t00000 bn:00088481v
d000.s25393.t00000 bn:00084198v
d000.s25394.t00000 bn:00084331v
d000.s25394.t00001 bn:00085903v
d000.s25395.t00000 bn:00084331v
d000.s25396.t00000 bn:00083193v
d000.s25397.t00000 bn:00083552v
d000.s25397.t00001 bn:00082705v
d000.s25397.t00002 bn:00084554v
d000.s25398.t00000 bn:00083184v
d000.s25398.t00001 bn:00088630v
d000.s25399.t00000 bn:00084554v
d000.s25400.t00000 bn:00085784v
d000.s25401.t00000 bn:00089105v
d000.s25402.t00000 bn:00085783v
d000.s25403.t00000 bn:00084331v
d000.s25404.t00000 bn:00089384v
d000.s25405.t00000 bn:00086962v
d000.s25405.t00001 bn:00083597v
d000.s25406.t00000 bn:00083552v
d000.s25407.t00000 bn:00089993v
d000.s25408.t00000 bn:00086370v
d000.s25409.t00000 bn:00089240v
d000.s25409.t00001 bn:00084893v
d000.s25410.t00000 bn:00089384v
d000.s25411.t00000 bn:00092763v
d000.s25411.t00001 bn:00090142v
d000.s25411.t00002 bn:00089805v
d000.s25412.t00000 bn:00089240v
d000.s25413.t00000 bn:00089309v
d000.s25414.t00000 bn:00088939v
d000.s25414.t00001 bn:00084700v
d000.s25415.t00000 bn:00086042v
d000.s25416.t00000 bn:00083247v
d000.s25417.t00000 bn:00084058v
d000.s25418.t00000 bn:00082226v
d000.s25418.t00001 bn:00090658v
d000.s25419.t00000 bn:00089282v
d000.s25420.t00000 bn:00086962v
d000.s25421.t00000 bn:00086013v
d000.s25422.t00000 bn:00089277v
d000.s25423.t00000 bn:00089384v
d000.s25424.t00000 bn:00089384v
d000.s25424.t00001 bn:00082901v
d000.s25425.t00000 bn:00082705v
d000.s25425.t00001 bn:00093282v
d000.s25426.t00000 bn:00084059v
d000.s25427.t00000 bn:00089384v
d000.s25427.t00001 bn:00086962v
d000.s25428.t00000 bn:00085784v
d000.s25429.t00000 bn:00083181v
d000.s25430.t00000 bn:00083181v
d000.s25431.t00000 bn:00086962v
d000.s25432.t00000 bn:00084935v
d000.s25433.t00000 bn:00086962v
d000.s25434.t00000 bn:00088490v
d000.s25435.t00000 bn:00087063v
d000.s25436.t00000 bn:00086178v
d000.s25437.t00000 bn:00093405v
d000.s25438.t00000 bn:00086670v
d000.s25439.t00000 bn:00084654v
d000.s25439.t00001 bn:00087869v
d000.s25439.t00002 bn:00083370v
d000.s25440.t00000 bn:00086531v
d000.s25440.t00001 bn:00083803v
d000.s25441.t00000 bn:00089067v
d000.s25442.t00000 bn:00086679v
d000.s25442.t00001 bn:00084699v
d000.s25443.t00000 bn:00086013v
d000.s25444.t00000 bn:00083024v
d000.s25445.t00000 bn:00091708v
d000.s25446.t00000 bn:00089240v
d000.s25447.t00000 bn:00089240v
d000.s25448.t00000 bn:00092756v
d000.s25449.t00000 bn:00082668v
d000.s25450.t00000 bn:00095777v
d000.s25451.t00000 bn:00093287v
d000.s25452.t00000 bn:00091493v
d000.s25453.t00000 bn:00082705v
d000.s25453.t00001 bn:00084684v
d000.s25454.t00000 bn:00084611v
d000.s25454.t00001 bn:00087107v
d000.s25455.t00000 bn:00093573v
d000.s25455.t00001 bn:00089240v
d000.s25456.t00000 bn:00091708v
d000.s25456.t00001 bn:00084413v
d000.s25457.t00000 bn:00082690v
d000.s25458.t00000 bn:00089240v
d000.s25459.t00000 bn:00089240v
d000.s25459.t00001 bn:00082690v
d000.s25460.t00000 bn:00088733v
d000.s25461.t00000 bn:00084331v
d000.s25462.t00000 bn:00084331v
d000.s25462.t00001 bn:00091493v
d000.s25463.t00000 bn:00082871v
d000.s25464.t00000 bn:00092424v
d000.s25465.t00000 bn:00094089v
d000.s25466.t00000 bn:00082844v
d000.s25467.t00000 bn:00095597v
d000.s25468.t00000 bn:00093430v
d000.s25468.t00001 bn:00093287v
d000.s25468.t00002 bn:00086679v
d000.s25469.t00000 bn:00084302v
d000.s25469.t00001 bn:00090486v
d000.s25470.t00000 bn:00093776v
d000.s25470.t00001 bn:00095597v
d000.s25470.t00002 bn:00090448v
d000.s25470.t00003 bn:00093287v
d000.s25471.t00000 bn:00094089v
d000.s25471.t00001 bn:00082844v
d000.s25471.t00002 bn:00082646v
d000.s25471.t00003 bn:00087728v
d000.s25472.t00000 bn:00086682v
d000.s25472.t00001 bn:00094089v
d000.s25473.t00000 bn:00091708v
d000.s25474.t00000 bn:00086868v
d000.s25474.t00001 bn:00091708v
d000.s25475.t00000 bn:00086868v
d000.s25476.t00000 bn:00085567v
d000.s25477.t00000 bn:00083370v
d000.s25478.t00000 bn:00092421v
d000.s25478.t00001 bn:00088791v
d000.s25479.t00000 bn:00085319v
d000.s25480.t00000 bn:00093287v
d000.s25481.t00000 bn:00094089v
d000.s25481.t00001 bn:00089322v
d000.s25482.t00000 bn:00093287v
d000.s25482.t00001 bn:00093472v
d000.s25482.t00002 bn:00091708v
d000.s25483.t00000 bn:00082800v
d000.s25484.t00000 bn:00083226v
d000.s25484.t00001 bn:00091708v
d000.s25485.t00000 bn:00083226v
d000.s25485.t00001 bn:00091708v
d000.s25486.t00000 bn:00082844v
d000.s25486.t00001 bn:00091708v
d000.s25487.t00000 bn:00093287v
d000.s25488.t00000 bn:00089240v
d000.s25489.t00000 bn:00089240v
d000.s25489.t00001 bn:00085147v
d000.s25490.t00000 bn:00090486v
d000.s25491.t00000 bn:00093287v
d000.s25492.t00000 bn:00088099v
d000.s25493.t00000 bn:00087930v
d000.s25494.t00000 bn:00090142v
d000.s25495.t00000 bn:00086417v
d000.s25496.t00000 bn:00086567v
d000.s25497.t00000 bn:00085261v
d000.s25498.t00000 bn:00083102v
d000.s25499.t00000 bn:00087958v
d000.s25500.t00000 bn:00085261v
d000.s25501.t00000 bn:00082844v
d000.s25502.t00000 bn:00094089v
d000.s25502.t00001 bn:00082481v
d000.s25502.t00002 bn:00082226v
d000.s25502.t00003 bn:00084059v
d000.s25503.t00000 bn:00087829v
d000.s25504.t00000 bn:00083340v
d000.s25505.t00000 bn:00089083v
d000.s25506.t00000 bn:00091098v
d000.s25507.t00000 bn:00084385v
d000.s25507.t00001 bn:00084198v
d000.s25508.t00000 bn:00083251v
d000.s25509.t00000 bn:00084308v
d000.s25509.t00001 bn:00085584v
d000.s25510.t00000 bn:00082481v
d000.s25511.t00000 bn:00085647v
d000.s25512.t00000 bn:00084413v
d000.s25512.t00001 bn:00092421v
d000.s25513.t00000 bn:00082166v
d000.s25514.t00000 bn:00089240v
d000.s25515.t00000 bn:00092770v
d000.s25516.t00000 bn:00090460v
d000.s25516.t00001 bn:00084531v
d000.s25517.t00000 bn:00084413v
d000.s25518.t00000 bn:00088630v
d000.s25518.t00001 bn:00083912v
d000.s25519.t00000 bn:00089192v
d000.s25520.t00000 bn:00086879v
d000.s25521.t00000 bn:00087608v
d000.s25521.t00001 bn:00082226v
d000.s25522.t00000 bn:00082139v
d000.s25523.t00000 bn:00086879v
d000.s25524.t00000 bn:00088250v
d000.s25525.t00000 bn:00086435v
d000.s25526.t00000 bn:00090224v
d000.s25527.t00000 bn:00083294v
d000.s25527.t00001 bn:00085427v
d000.s25527.t00002 bn:00082280v
d000.s25528.t00000 bn:00085427v
d000.s25529.t00000 bn:00082304v
d000.s25529.t00001 bn:00087662v
d000.s25529.t00002 bn:00088939v
d000.s25530.t00000 bn:00082705v
d000.s25530.t00001 bn:00082844v
d000.s25530.t00002 bn:00082280v
d000.s25531.t00000 bn:00082481v
d000.s25532.t00000 bn:00082844v
d000.s25533.t00000 bn:00085762v
d000.s25534.t00000 bn:00083369v
d000.s25534.t00001 bn:00092756v
d000.s25535.t00000 bn:00093472v
d000.s25536.t00000 bn:00084331v
d000.s25537.t00000 bn:00087869v
d000.s25537.t00001 bn:00089240v
d000.s25538.t00000 bn:00086682v
d000.s25538.t00001 bn:00084331v
d000.s25539.t00000 bn:00083286v
d000.s25539.t00001 bn:00083340v
d000.s25540.t00000 bn:00093472v
d000.s25541.t00000 bn:00086682v
d000.s25541.t00001 bn:00093472v
d000.s25542.t00000 bn:00083184v
d000.s25542.t00001 bn:00086933v
d000.s25543.t00000 bn:00093287v
d000.s25543.t00001 bn:00089840v
d000.s25544.t00000 bn:00082536v
d000.s25544.t00001 bn:00089240v
d000.s25545.t00000 bn:00093472v
d000.s25545.t00001 bn:00083184v
d000.s25546.t00000 bn:00083370v
d000.s25547.t00000 bn:00093287v
d000.s25548.t00000 bn:00083370v
d000.s25549.t00000 bn:00086708v
d000.s25550.t00000 bn:00083184v
d000.s25551.t00000 bn:00085647v
d000.s25551.t00001 bn:00082286v
d000.s25552.t00000 bn:00089083v
d000.s25553.t00000 bn:00089260v
d000.s25554.t00000 bn:00092443v
d000.s25555.t00000 bn:00083472v
d000.s25556.t00000 bn:00095482v
d000.s25557.t00000 bn:00090039v
d000.s25558.t00000 bn:00095701v
d000.s25559.t00000 bn:00083193v
d000.s25559.t00001 bn:00085499v
d000.s25560.t00000 bn:00086013v
d000.s25560.t00001 bn:00093472v
d000.s25561.t00000 bn:00086013v
d000.s25561.t00001 bn:00084331v
d000.s25562.t00000 bn:00083183v
d000.s25563.t00000 bn:00086013v
d000.s25564.t00000 bn:00087849v
d000.s25565.t00000 bn:00083340v
d000.s25565.t00001 bn:00086013v
d000.s25566.t00000 bn:00089240v
d000.s25567.t00000 bn:00083183v
d000.s25568.t00000 bn:00089240v
d000.s25569.t00000 bn:00086013v
d000.s25569.t00001 bn:00085059v
d000.s25570.t00000 bn:00086013v
d000.s25571.t00000 bn:00083183v
d000.s25572.t00000 bn:00089240v
d000.s25573.t00000 bn:00086013v
d000.s25574.t00000 bn:00086013v
d000.s25575.t00000 bn:00083183v
d000.s25576.t00000 bn:00086013v
d000.s25577.t00000 bn:00083833v
d000.s25578.t00000 bn:00088426v
d000.s25579.t00000 bn:00085742v
d000.s25580.t00000 bn:00091135v
d000.s25581.t00000 bn:00083369v
d000.s25581.t00001 bn:00094275v
d000.s25582.t00000 bn:00092109v
d000.s25583.t00000 bn:00082596v
d000.s25583.t00001 bn:00082844v
d000.s25584.t00000 bn:00087930v
d000.s25584.t00001 bn:00087869v
d000.s25584.t00002 bn:00089240v
d000.s25585.t00000 bn:00086557v
d000.s25586.t00000 bn:00086931v
d000.s25587.t00000 bn:00088630v
d000.s25588.t00000 bn:00083340v
d000.s25588.t00001 bn:00083141v
d000.s25589.t00000 bn:00087441v
d000.s25590.t00000 bn:00093836v
d000.s25591.t00000 bn:00093836v
d000.s25592.t00000 bn:00086009v
d000.s25593.t00000 bn:00093287v
d000.s25593.t00001 bn:00092756v
d000.s25594.t00000 bn:00088490v
d000.s25594.t00001 bn:00090243v
d000.s25595.t00000 bn:00086380v
d000.s25596.t00000 bn:00083141v
d000.s25596.t00001 bn:00082872v
d000.s25597.t00000 bn:00087441v
d000.s25597.t00001 bn:00083340v
d000.s25598.t00000 bn:00082920v
d000.s25599.t00000 bn:00093287v
d000.s25599.t00001 bn:00089240v
d000.s25600.t00000 bn:00090224v
d000.s25601.t00000 bn:00085596v
d000.s25602.t00000 bn:00082481v
d000.s25602.t00001 bn:00082690v
d000.s25603.t00000 bn:00090448v
d000.s25604.t00000 bn:00086698v
d000.s25605.t00000 bn:00082690v
d000.s25605.t00001 bn:00082193v
d000.s25605.t00002 bn:00082442v
d000.s25606.t00000 bn:00084231v
d000.s25607.t00000 bn:00093287v
d000.s25608.t00000 bn:00082690v
d000.s25609.t00000 bn:00082233v
d000.s25610.t00000 bn:00085427v
d000.s25611.t00000 bn:00082920v
d000.s25611.t00001 bn:00087441v
d000.s25611.t00002 bn:00086682v
d000.s25612.t00000 bn:00083184v
d000.s25613.t00000 bn:00089240v
d000.s25614.t00000 bn:00093430v
d000.s25615.t00000 bn:00090448v
d000.s25615.t00001 bn:00082691v
d000.s25616.t00000 bn:00090485v
d000.s25616.t00001 bn:00082280v
d000.s25617.t00000 bn:00092443v
d000.s25618.t00000 bn:00083185v
d000.s25619.t00000 bn:00089240v
d000.s25620.t00000 bn:00085475v
d000.s25620.t00001 bn:00083340v
d000.s25621.t00000 bn:00082565v
d000.s25622.t00000 bn:00088175v
d000.s25622.t00001 bn:00084056v
d000.s25623.t00000 bn:00092421v
d000.s25623.t00001 bn:00082768v
d000.s25624.t00000 bn:00083340v
d000.s25625.t00000 bn:00090946v
d000.s25626.t00000 bn:00083340v
d000.s25626.t00001 bn:00086600v
d000.s25627.t00000 bn:00088421v
d000.s25627.t00001 bn:00088939v
d000.s25628.t00000 bn:00092413v
d000.s25629.t00000 bn:00086600v
d000.s25630.t00000 bn:00085719v
d000.s25630.t00001 bn:00083317v
d000.s25631.t00000 bn:00092413v
d000.s25631.t00001 bn:00084710v
d000.s25632.t00000 bn:00082667v
d000.s25633.t00000 bn:00093287v
d000.s25633.t00001 bn:00086122v
d000.s25634.t00000 bn:00086122v
d000.s25635.t00000 bn:00085475v
d000.s25636.t00000 bn:00082287v
d000.s25637.t00000 bn:00093776v
d000.s25638.t00000 bn:00084711v
d000.s25639.t00000 bn:00088250v
d000.s25640.t00000 bn:00088643v
d000.s25641.t00000 bn:00089240v
d000.s25641.t00001 bn:00082138v
d000.s25642.t00000 bn:00083145v
d000.s25643.t00000 bn:00091708v
d000.s25644.t00000 bn:00082536v
d000.s25645.t00000 bn:00089105v
d000.s25646.t00000 bn:00091505v
d000.s25647.t00000 bn:00090853v
d000.s25647.t00001 bn:00093287v
d000.s25647.t00002 bn:00088912v
d000.s25648.t00000 bn:00093287v
d000.s25649.t00000 bn:00088912v
d000.s25650.t00000 bn:00090400v
d000.s25651.t00000 bn:00086682v
d000.s25651.t00001 bn:00085319v
d000.s25652.t00000 bn:00093287v
d000.s25652.t00001 bn:00085337v
d000.s25653.t00000 bn:00082536v
d000.s25654.t00000 bn:00094089v
d000.s25655.t00000 bn:00083370v
d000.s25656.t00000 bn:00093430v
d000.s25657.t00000 bn:00084231v
d000.s25658.t00000 bn:00093287v
d000.s25659.t00000 bn:00091485v
d000.s25660.t00000 bn:00084385v
d000.s25660.t00001 bn:00084058v
d000.s25661.t00000 bn:00083183v
d000.s25661.t00001 bn:00082481v
d000.s25662.t00000 bn:00092443v
d000.s25662.t00001 bn:00093287v
d000.s25662.t00002 bn:00095375v
d000.s25663.t00000 bn:00083370v
d000.s25664.t00000 bn:00083185v
d000.s25665.t00000 bn:00082844v
d000.s25666.t00000 bn:00082267v
d000.s25666.t00001 bn:00089105v
d000.s25667.t00000 bn:00085261v
d000.s25668.t00000 bn:00090661v
d000.s25668.t00001 bn:00083183v
d000.s25669.t00000 bn:00089407v
d000.s25670.t00000 bn:00085337v
d000.s25671.t00000 bn:00088705v
d000.s25671.t00001 bn:00087267v
d000.s25671.t00002 bn:00082844v
d000.s25671.t00003 bn:00085162v
d000.s25671.t00004 bn:00082613v
d000.s25672.t00000 bn:00084629v
d000.s25673.t00000 bn:00095375v
d000.s25673.t00001 bn:00086682v
d000.s25673.t00002 bn:00082481v
d000.s25674.t00000 bn:00085261v
d000.s25674.t00001 bn:00088912v
d000.s25675.t00000 bn:00089240v
d000.s25676.t00000 bn:00089240v
d000.s25677.t00000 bn:00083293v
d000.s25678.t00000 bn:00084231v
d000.s25679.t00000 bn:00084089v
d000.s25680.t00000 bn:00092429v
d000.s25680.t00001 bn:00093287v
d000.s25681.t00000 bn:00089241v
d000.s25681.t00001 bn:00093287v
d000.s25682.t00000 bn:00094053v
d000.s25682.t00001 bn:00085714v
d000.s25683.t00000 bn:00093287v
d000.s25683.t00001 bn:00083610v
d000.s25684.t00000 bn:00083552v
d000.s25685.t00000 bn:00093287v
d000.s25685.t00001 bn:00083370v
d000.s25686.t00000 bn:00085516v
d000.s25686.t00001 bn:00093287v
d000.s25687.t00000 bn:00086682v
d000.s25688.t00000 bn:00082481v
d000.s25689.t00000 bn:00084733v
d000.s25690.t00000 bn:00089241v
d000.s25690.t00001 bn:00093287v
d000.s25691.t00000 bn:00089280v
d000.s25691.t00001 bn:00091011v
d000.s25692.t00000 bn:00086683v
d000.s25692.t00001 bn:00082482v
d000.s25692.t00002 bn:00094089v
d000.s25693.t00000 bn:00086883v
d000.s25694.t00000 bn:00094275v
d000.s25694.t00001 bn:00095597v
d000.s25694.t00002 bn:00089277v
d000.s25694.t00003 bn:00090129v
d000.s25695.t00000 bn:00084438v
d000.s25696.t00000 bn:00093587v
d000.s25696.t00001 bn:00087291v
d000.s25697.t00000 bn:00089154v
d000.s25697.t00001 bn:00089246v
d000.s25698.t00000 bn:00083185v
d000.s25699.t00000 bn:00087460v
d000.s25699.t00001 bn:00095597v
d000.s25699.t00002 bn:00087864v
d000.s25700.t00000 bn:00090448v
d000.s25701.t00000 bn:00087864v
d000.s25702.t00000 bn:00084231v
d000.s25703.t00000 bn:00087731v
d000.s25703.t00001 bn:00091708v
d000.s25703.t00002 bn:00082280v
d000.s25704.t00000 bn:00083185v
d000.s25704.t00001 bn:00084231v
d000.s25705.t00000 bn:00084710v
d000.s25705.t00001 bn:00095233v
d000.s25706.t00000 bn:00082690v
d000.s25707.t00000 bn:00082613v
d000.s25708.t00000 bn:00093430v
d000.s25708.t00001 bn:00082777v
d000.s25709.t00000 bn:00082637v
d000.s25710.t00000 bn:00092553v
d000.s25711.t00000 bn:00082844v
d000.s25711.t00001 bn:00084231v
d000.s25712.t00000 bn:00090143v
d000.s25713.t00000 bn:00085261v
d000.s25714.t00000 bn:00090400v
d000.s25715.t00000 bn:00095597v
d000.s25716.t00000 bn:00090448v
d000.s25717.t00000 bn:00082596v
d000.s25718.t00000 bn:00089240v
d000.s25718.t00001 bn:00082690v
d000.s25719.t00000 bn:00083183v
d000.s25720.t00000 bn:00088815v
d000.s25721.t00000 bn:00092424v
d000.s25722.t00000 bn:00088944v
d000.s25723.t00000 bn:00084231v
d000.s25724.t00000 bn:00084555v
d000.s25725.t00000 bn:00087864v
d000.s25725.t00001 bn:00094275v
d000.s25726.t00000 bn:00088912v
d000.s25726.t00001 bn:00087731v
d000.s25726.t00002 bn:00087869v
d000.s25726.t00003 bn:00089655v
d000.s25727.t00000 bn:00083247v
d000.s25728.t00000 bn:00083340v
d000.s25728.t00001 bn:00083294v
d000.s25728.t00002 bn:00086708v
d000.s25729.t00000 bn:00093287v
d000.s25730.t00000 bn:00088912v
d000.s25731.t00000 bn:00082690v
d000.s25732.t00000 bn:00089240v
d000.s25733.t00000 bn:00093287v
d000.s25733.t00001 bn:00082536v
d000.s25734.t00000 bn:00086272v
d000.s25735.t00000 bn:00085689v
d000.s25735.t00001 bn:00086942v
d000.s25736.t00000 bn:00093287v
d000.s25737.t00000 bn:00094053v
d000.s25737.t00001 bn:00093287v
d000.s25738.t00000 bn:00093287v
d000.s25739.t00000 bn:00086682v
d000.s25739.t00001 bn:00084385v
d000.s25739.t00002 bn:00094053v
d000.s25740.t00000 bn:00082313v
d000.s25741.t00000 bn:00083181v
d000.s25742.t00000 bn:00082844v
d000.s25742.t00001 bn:00091196v
d000.s25743.t00000 bn:00087802v
d000.s25744.t00000 bn:00082536v
d000.s25744.t00001 bn:00082705v
d000.s25745.t00000 bn:00082354v
d000.s25746.t00000 bn:00095593v
d000.s25747.t00000 bn:00084308v
d000.s25748.t00000 bn:00082630v
d000.s25749.t00000 bn:00089759v
d000.s25750.t00000 bn:00094090v
d000.s25751.t00000 bn:00082690v
d000.s25751.t00001 bn:00082573v
d000.s25752.t00000 bn:00093472v
d000.s25752.t00001 bn:00084331v
d000.s25753.t00000 bn:00093287v
d000.s25754.t00000 bn:00093430v
d000.s25755.t00000 bn:00088175v
d000.s25755.t00001 bn:00084413v
d000.s25756.t00000 bn:00091011v
d000.s25757.t00000 bn:00089240v
d000.s25757.t00001 bn:00082907v
d000.s25758.t00000 bn:00082442v
d000.s25759.t00000 bn:00093287v
d000.s25759.t00001 bn:00082646v
d000.s25759.t00002 bn:00086370v
d000.s25760.t00000 bn:00089246v
d000.s25760.t00001 bn:00082715v
d000.s25761.t00000 bn:00095847v
d000.s25762.t00000 bn:00082828v
d000.s25762.t00001 bn:00093287v
d000.s25762.t00002 bn:00092969v
d000.s25763.t00000 bn:00090161v
d000.s25764.t00000 bn:00089154v
d000.s25764.t00001 bn:00087646v
d000.s25765.t00000 bn:00088939v
d000.s25766.t00000 bn:00084714v
d000.s25766.t00001 bn:00082906v
d000.s25767.t00000 bn:00084099v
d000.s25767.t00001 bn:00085647v
d000.s25768.t00000 bn:00092817v
d000.s25768.t00001 bn:00091135v
d000.s25768.t00002 bn:00082705v
d000.s25769.t00000 bn:00082915v
d000.s25769.t00001 bn:00082226v
d000.s25770.t00000 bn:00089083v
d000.s25771.t00000 bn:00087617v
d000.s25772.t00000 bn:00082690v
d000.s25772.t00001 bn:00094089v
d000.s25773.t00000 bn:00092425v
d000.s25774.t00000 bn:00083101v
d000.s25775.t00000 bn:00086877v
d000.s25775.t00001 bn:00093287v
d000.s25775.t00002 bn:00083101v
d000.s25776.t00000 bn:00082646v
d000.s25776.t00001 bn:00093287v
d000.s25776.t00002 bn:00083181v
d000.s25776.t00003 bn:00088614v
d000.s25777.t00000 bn:00094573v
d000.s25778.t00000 bn:00083101v
d000.s25778.t00001 bn:00091167v
d000.s25779.t00000 bn:00092425v
d000.s25779.t00001 bn:00083101v
d000.s25780.t00000 bn:00082844v
d000.s25781.t00000 bn:00085319v
d000.s25782.t00000 bn:00093287v
d000.s25782.t00001 bn:00083101v
d000.s25783.t00000 bn:00082646v
d000.s25783.t00001 bn:00082316v
d000.s25784.t00000 bn:00082536v
d000.s25784.t00001 bn:00085319v
d000.s25785.t00000 bn:00091167v
d000.s25785.t00001 bn:00093430v
d000.s25786.t00000 bn:00085007v
d000.s25786.t00001 bn:00083181v
d000.s25786.t00002 bn:00095375v
d000.s25787.t00000 bn:00092425v
d000.s25788.t00000 bn:00085261v
d000.s25789.t00000 bn:00095375v
d000.s25790.t00000 bn:00082901v
d000.s25791.t00000 bn:00087679v
d000.s25791.t00001 bn:00093452v
d000.s25792.t00000 bn:00083181v
d000.s25793.t00000 bn:00084769v
d000.s25794.t00000 bn:00091135v
d000.s25794.t00001 bn:00083181v
d000.s25795.t00000 bn:00085319v
d000.s25796.t00000 bn:00083185v
d000.s25797.t00000 bn:00091485v
d000.s25798.t00000 bn:00082995v
d000.s25799.t00000 bn:00086557v
d000.s25800.t00000 bn:00084198v
d000.s25801.t00000 bn:00089246v
d000.s25802.t00000 bn:00086733v
d000.s25802.t00001 bn:00082705v
d000.s25803.t00000 bn:00086733v
d000.s25804.t00000 bn:00082845v
d000.s25805.t00000 bn:00089724v
d000.s25805.t00001 bn:00086733v
d000.s25806.t00000 bn:00086733v
d000.s25806.t00001 bn:00082317v
d000.s25807.t00000 bn:00090289v
d000.s25807.t00001 bn:00088506v
d000.s25808.t00000 bn:00085475v
d000.s25809.t00000 bn:00082317v
d000.s25810.t00000 bn:00089240v
d000.s25811.t00000 bn:00082475v
d000.s25812.t00000 bn:00082705v
d000.s25813.t00000 bn:00084931v
d000.s25814.t00000 bn:00093472v
d000.s25815.t00000 bn:00088912v
d000.s25816.t00000 bn:00087013v
d000.s25817.t00000 bn:00086557v
d000.s25818.t00000 bn:00088250v
d000.s25819.t00000 bn:00090289v
d000.s25820.t00000 bn:00086557v
d000.s25821.t00000 bn:00088643v
d000.s25821.t00001 bn:00082246v
d000.s25822.t00000 bn:00083185v
d000.s25823.t00000 bn:00087732v
d000.s25823.t00001 bn:00084099v
d000.s25824.t00000 bn:00092817v
d000.s25825.t00000 bn:00092783v
d000.s25825.t00001 bn:00094547v
d000.s25826.t00000 bn:00084099v
d000.s25827.t00000 bn:00085499v
d000.s25827.t00001 bn:00085427v
d000.s25828.t00000 bn:00083340v
d000.s25829.t00000 bn:00085342v
d000.s25830.t00000 bn:00084079v
d000.s25831.t00000 bn:00084099v
d000.s25832.t00000 bn:00083340v
d000.s25833.t00000 bn:00085595v
d000.s25834.t00000 bn:00089240v
d000.s25834.t00001 bn:00088782v
d000.s25834.t00002 bn:00088630v
d000.s25834.t00003 bn:00082263v
d000.s25835.t00000 bn:00086679v
d000.s25836.t00000 bn:00085567v
d000.s25837.t00000 bn:00089240v
d000.s25838.t00000 bn:00082705v
d000.s25838.t00001 bn:00083191v
