d000.s00000.t00000 bn:00058442n
d000.s05186.t00000 bn:00083165v
d000.s05187.t00000 bn:00091552v
d000.s05188.t00000 bn:00087293v
d000.s05189.t00000 bn:00088660v
d000.s05190.t00000 bn:00087291v
d000.s05191.t00000 bn:00087291v
d000.s05192.t00000 bn:00087291v
d000.s05193.t00000 bn:00082684v
d000.s05194.t00000 bn:00082876v
d000.s05195.t00000 bn:00083336v
d000.s05196.t00000 bn:00084034v
d000.s05197.t00000 bn:00084442v
d000.s05198.t00000 bn:00086671v
d000.s05199.t00000 bn:00088353v
d000.s05200.t00000 bn:00089235v
d000.s05201.t00000 bn:00082530v
d000.s05202.t00000 bn:00090693v
d000.s05203.t00000 bn:00089245v
d000.s05204.t00000 bn:00086122v
d000.s05205.t00000 bn:00086122v
d000.s05206.t00000 bn:00094005v
d000.s05207.t00000 bn:00095472v
d000.s05208.t00000 bn:00083115v
d000.s05209.t00000 bn:00084532v
d000.s05210.t00000 bn:00084532v
d000.s05211.t00000 bn:00084532v
d000.s05212.t00000 bn:00082482v
d000.s05213.t00000 bn:00089746v
d000.s05214.t00000 bn:00089608v
d000.s05215.t00000 bn:00089608v
d000.s05216.t00000 bn:00000996n
d000.s05217.t00000 bn:00090550v
d000.s05218.t00000 bn:00093007v
d000.s05219.t00000 bn:00086494v
d000.s05220.t00000 bn:00085750v
d000.s05221.t00000 bn:00082278v
d000.s05222.t00000 bn:00092180v
d000.s05223.t00000 bn:00092729v
d000.s05224.t00000 bn:00083789v
d000.s05225.t00000 bn:00087831v
d000.s05226.t00000 bn:00087307v
d000.s05227.t00000 bn:00083704v
d000.s05228.t00000 bn:00090760v
d000.s05229.t00000 bn:00088097v
d000.s05230.t00000 bn:00088097v
d000.s05231.t00000 bn:00088097v
d000.s05232.t00000 bn:00090582v
d000.s05233.t00000 bn:00083953v
d000.s05234.t00000 bn:00084769v
d000.s05235.t00000 bn:00084769v
d000.s05236.t00000 bn:00085768v
d000.s05237.t00000 bn:00085761v
d000.s05238.t00000 bn:00085761v
d000.s05239.t00000 bn:00092492v
d000.s05240.t00000 bn:00092756v
d000.s05241.t00000 bn:00092756v
d000.s05242.t00000 bn:00092756v
d000.s05243.t00000 bn:00085721v
d000.s05244.t00000 bn:00090991v
d000.s05245.t00000 bn:00082554v
d000.s05246.t00000 bn:00091185v
d000.s05247.t00000 bn:00093089v
d000.s05248.t00000 bn:00093089v
d000.s05249.t00000 bn:00082553v
d000.s05250.t00000 bn:00082553v
d000.s05251.t00000 bn:00093425v
d000.s05252.t00000 bn:00088490v
d000.s05253.t00000 bn:00087977v
d000.s05254.t00000 bn:00087977v
d000.s05255.t00000 bn:00087977v
d000.s05256.t00000 bn:00087977v
d000.s05257.t00000 bn:00087977v
d000.s05258.t00000 bn:00087977v
d000.s05259.t00000 bn:00094006v
d000.s05260.t00000 bn:00083293v
d000.s05261.t00000 bn:00082316v
d000.s05262.t00000 bn:00093694v
d000.s05263.t00000 bn:00082927v
d000.s05264.t00000 bn:00087649v
d000.s05265.t00000 bn:00083952v
d000.s05266.t00000 bn:00085125v
d000.s05267.t00000 bn:00085125v
d000.s05268.t00000 bn:00087876v
d000.s05269.t00000 bn:00059060n
d000.s05270.t00000 bn:00082247v
d000.s05271.t00000 bn:00082865v
d000.s05272.t00000 bn:00092551v
d000.s05273.t00000 bn:00092816v
d000.s05274.t00000 bn:00092816v
d000.s05275.t00000 bn:00092816v
d000.s05276.t00000 bn:00092816v
d000.s05277.t00000 bn:00095449v
d000.s05278.t00000 bn:00091184v
d000.s05279.t00000 bn:00092783v
d000.s05280.t00000 bn:00092783v
d000.s05281.t00000 bn:00092783v
d000.s05282.t00000 bn:00086979v
d000.s05283.t00000 bn:00082317v
d000.s05284.t00000 bn:00089662v
d000.s05285.t00000 bn:00091575v
d000.s05286.t00000 bn:00091575v
d000.s05287.t00000 bn:00085314v
d000.s05288.t00000 bn:00084283v
d000.s05289.t00000 bn:00092535v
d000.s05290.t00000 bn:00085831v
d000.s05291.t00000 bn:00085831v
d000.s05292.t00000 bn:00082576v
d000.s05293.t00000 bn:00082576v
d000.s05294.t00000 bn:00088025v
d000.s05295.t00000 bn:00082185v
d000.s05296.t00000 bn:00082574v
d000.s05297.t00000 bn:00082573v
d000.s05298.t00000 bn:00082458v
d000.s05299.t00000 bn:00086108v
d000.s05300.t00000 bn:00088943v
d000.s05301.t00000 bn:00086509v
d000.s05302.t00000 bn:00089514v
d000.s05303.t00000 bn:00086506v
d000.s05304.t00000 bn:00086268v
d000.s05305.t00000 bn:00090510v
d000.s05306.t00000 bn:00087402v
d000.s05307.t00000 bn:00094439v
d000.s05308.t00000 bn:00083317v
d000.s05309.t00000 bn:00085584v
d000.s05310.t00000 bn:00095683v
d000.s05311.t00000 bn:00087958v
d000.s05312.t00000 bn:00095682v
d000.s05313.t00000 bn:00086442v
d000.s05314.t00000 bn:00085493v
d000.s05315.t00000 bn:00091886v
d000.s05316.t00000 bn:00087642v
d000.s05317.t00000 bn:00092950v
d000.s05318.t00000 bn:00089083v
d000.s05319.t00000 bn:00089084v
d000.s05320.t00000 bn:00089084v
d000.s05321.t00000 bn:00089084v
d000.s05322.t00000 bn:00083834v
d000.s05323.t00000 bn:00083834v
d000.s05324.t00000 bn:00079165n
d000.s05325.t00000 bn:00085728v
d000.s05326.t00000 bn:00085728v
d000.s05327.t00000 bn:00093693v
d000.s05328.t00000 bn:00090746v
d000.s05329.t00000 bn:00082127v
d000.s05330.t00000 bn:00087169v
d000.s05331.t00000 bn:00092240v
d000.s05332.t00000 bn:00090631v
d000.s05333.t00000 bn:00093056v
d000.s05334.t00000 bn:00090703v
d000.s05335.t00000 bn:00090703v
d000.s05336.t00000 bn:00089086v
d000.s05337.t00000 bn:00092728v
d000.s05338.t00000 bn:00087783v
d000.s05339.t00000 bn:00086738v
d000.s05340.t00000 bn:00086738v
d000.s05341.t00000 bn:00086738v
d000.s05342.t00000 bn:00086738v
d000.s05343.t00000 bn:00086740v
d000.s05344.t00000 bn:00086740v
d000.s05345.t00000 bn:00094020v
d000.s05346.t00000 bn:00089872v
d000.s05347.t00000 bn:00090258v
d000.s05348.t00000 bn:00086261v
d000.s05349.t00000 bn:00086261v
d000.s05350.t00000 bn:00084308v
d000.s05351.t00000 bn:00084308v
d000.s05352.t00000 bn:00095189v
d000.s05353.t00000 bn:00091426v
d000.s05354.t00000 bn:00089605v
d000.s05355.t00000 bn:00088357v
d000.s05356.t00000 bn:00086695v
d000.s05357.t00000 bn:00085842v
d000.s05358.t00000 bn:00085842v
d000.s05359.t00000 bn:00085841v
d000.s05360.t00000 bn:00092455v
d000.s05361.t00000 bn:00085307v
d000.s05362.t00000 bn:00085302v
d000.s05363.t00000 bn:00085302v
d000.s05364.t00000 bn:00087721v
d000.s05365.t00000 bn:00086239v
d000.s05366.t00000 bn:00083646v
d000.s05367.t00000 bn:00095229v
d000.s05368.t00000 bn:00095228v
d000.s05369.t00000 bn:00090887v
d000.s05370.t00000 bn:00087147v
d000.s05371.t00000 bn:00085730v
d000.s05372.t00000 bn:00088961v
d000.s05373.t00000 bn:00084287v
d000.s05374.t00000 bn:00083680v
d000.s05375.t00000 bn:00083680v
d000.s05376.t00000 bn:00083983v
d000.s05377.t00000 bn:00083781v
d000.s05378.t00000 bn:00086282v
d000.s05379.t00000 bn:00083584v
d000.s05380.t00000 bn:00092978v
d000.s05381.t00000 bn:00093668v
d000.s05382.t00000 bn:00086236v
d000.s05383.t00000 bn:00084122v
d000.s05384.t00000 bn:00090291v
d000.s05385.t00000 bn:00087274v
d000.s05386.t00000 bn:00087274v
d000.s05387.t00000 bn:00083041v
d000.s05388.t00000 bn:00083110v
d000.s05389.t00000 bn:00088607v
d000.s05390.t00000 bn:00094321v
d000.s05391.t00000 bn:00087260v
d000.s05392.t00000 bn:00083737v
d000.s05393.t00000 bn:00082890v
d000.s05394.t00000 bn:00094518v
d000.s05395.t00000 bn:00083904v
d000.s05396.t00000 bn:00083904v
d000.s05397.t00000 bn:00093895v
d000.s05398.t00000 bn:00084003v
d000.s05399.t00000 bn:00086116v
d000.s05400.t00000 bn:00085337v
d000.s05401.t00000 bn:00087982v
d000.s05402.t00000 bn:00087982v
d000.s05403.t00000 bn:00092553v
d000.s05404.t00000 bn:00085372v
d000.s05405.t00000 bn:00089200v
d000.s05406.t00000 bn:00083286v
d000.s05407.t00000 bn:00083285v
d000.s05408.t00000 bn:00083340v
d000.s05409.t00000 bn:00083340v
d000.s05410.t00000 bn:00083340v
d000.s05411.t00000 bn:00083340v
d000.s05412.t00000 bn:00003341n
d000.s05412.t00001 bn:00083342v
d000.s05413.t00000 bn:00083342v
d000.s05414.t00000 bn:00092413v
d000.s05415.t00000 bn:00089192v
d000.s05416.t00000 bn:00089192v
d000.s05417.t00000 bn:00087608v
d000.s05418.t00000 bn:00087608v
d000.s05419.t00000 bn:00082149v
d000.s05420.t00000 bn:00084343v
d000.s05421.t00000 bn:00084343v
d000.s05422.t00000 bn:00082833v
d000.s05423.t00000 bn:00090275v
d000.s05424.t00000 bn:00087395v
d000.s05425.t00000 bn:00085553v
d000.s05426.t00000 bn:00087766v
d000.s05427.t00000 bn:00090745v
d000.s05428.t00000 bn:00084894v
d000.s05429.t00000 bn:00089282v
d000.s05430.t00000 bn:00089282v
d000.s05431.t00000 bn:00095637v
d000.s05432.t00000 bn:00088554v
d000.s05433.t00000 bn:00083738v
d000.s05434.t00000 bn:00083736v
d000.s05435.t00000 bn:00086718v
d000.s05436.t00000 bn:00086718v
d000.s05437.t00000 bn:00084272v
d000.s05438.t00000 bn:00093941v
d000.s05439.t00000 bn:00084275v
d000.s05440.t00000 bn:00084270v
d000.s05441.t00000 bn:00085762v
d000.s05442.t00000 bn:00086610v
d000.s05443.t00000 bn:00087540v
d000.s05444.t00000 bn:00082213v
d000.s05445.t00000 bn:00094702v
d000.s05446.t00000 bn:00086107v
d000.s05447.t00000 bn:00090547v
d000.s05448.t00000 bn:00093755v
d000.s05449.t00000 bn:00093755v
d000.s05450.t00000 bn:00092532v
d000.s05451.t00000 bn:00084730v
d000.s05452.t00000 bn:00086366v
d000.s05453.t00000 bn:00089832v
d000.s05454.t00000 bn:00003341n
d000.s05455.t00000 bn:00092028v
d000.s05456.t00000 bn:00091020v
d000.s05457.t00000 bn:00082382v
d000.s05458.t00000 bn:00089600v
d000.s05459.t00000 bn:00090426v
d000.s05460.t00000 bn:00085301v
d000.s05461.t00000 bn:00087564v
d000.s05462.t00000 bn:00082691v
d000.s05463.t00000 bn:00082691v
d000.s05464.t00000 bn:00082692v
d000.s05465.t00000 bn:00086879v
d000.s05466.t00000 bn:00086881v
d000.s05467.t00000 bn:00090804v
d000.s05468.t00000 bn:00090710v
d000.s05469.t00000 bn:00084079v
d000.s05470.t00000 bn:00087366v
d000.s05471.t00000 bn:00082193v
d000.s05472.t00000 bn:00086365v
d000.s05473.t00000 bn:00082194v
d000.s05474.t00000 bn:00086364v
d000.s05475.t00000 bn:00093836v
d000.s05476.t00000 bn:00093910v
d000.s05477.t00000 bn:00089207v
d000.s05478.t00000 bn:00088559v
d000.s05479.t00000 bn:00087044v
d000.s05480.t00000 bn:00092422v
d000.s05481.t00000 bn:00083996v
d000.s05482.t00000 bn:00087578v
d000.s05483.t00000 bn:00087228v
d000.s05484.t00000 bn:00088176v
d000.s05485.t00000 bn:00088176v
d000.s05486.t00000 bn:00088175v
d000.s05487.t00000 bn:00088175v
d000.s05488.t00000 bn:00085014v
d000.s05489.t00000 bn:00085188v
d000.s05490.t00000 bn:00088124v
d000.s05491.t00000 bn:00088124v
d000.s05492.t00000 bn:00088134v
d000.s05493.t00000 bn:00085638v
d000.s05494.t00000 bn:00082358v
d000.s05495.t00000 bn:00094705v
d000.s05496.t00000 bn:00084208v
d000.s05497.t00000 bn:00091083v
d000.s05498.t00000 bn:00091083v
d000.s05499.t00000 bn:00091082v
d000.s05500.t00000 bn:00087363v
d000.s05501.t00000 bn:00095776v
d000.s05502.t00000 bn:00091031v
d000.s05503.t00000 bn:00082634v
d000.s05504.t00000 bn:00087115v
d000.s05505.t00000 bn:00087115v
d000.s05506.t00000 bn:00087115v
d000.s05507.t00000 bn:00087396v
d000.s05508.t00000 bn:00082941v
d000.s05509.t00000 bn:00082941v
d000.s05510.t00000 bn:00094716v
d000.s05511.t00000 bn:00085251v
d000.s05512.t00000 bn:00088200v
d000.s05513.t00000 bn:00085456v
d000.s05514.t00000 bn:00085475v
d000.s05515.t00000 bn:00085475v
d000.s05516.t00000 bn:00085475v
d000.s05517.t00000 bn:00090715v
d000.s05518.t00000 bn:00085147v
d000.s05519.t00000 bn:00085700v
d000.s05520.t00000 bn:00086406v
d000.s05521.t00000 bn:00089800v
d000.s05522.t00000 bn:00084369v
d000.s05523.t00000 bn:00095471v
d000.s05524.t00000 bn:00088507v
d000.s05525.t00000 bn:00092032v
d000.s05526.t00000 bn:00082531v
d000.s05527.t00000 bn:00087494v
d000.s05528.t00000 bn:00087494v
d000.s05529.t00000 bn:00087028v
d000.s05530.t00000 bn:00090257v
d000.s05531.t00000 bn:00090257v
d000.s05532.t00000 bn:00086623v
d000.s05533.t00000 bn:00092305v
d000.s05534.t00000 bn:00093102v
d000.s05535.t00000 bn:00084121v
d000.s05536.t00000 bn:00088892v
d000.s05537.t00000 bn:00085321v
d000.s05538.t00000 bn:00085321v
d000.s05539.t00000 bn:00085321v
d000.s05540.t00000 bn:00085321v
d000.s05541.t00000 bn:00085321v
d000.s05542.t00000 bn:00091231v
d000.s05543.t00000 bn:00091231v
d000.s05544.t00000 bn:00091785v
d000.s05545.t00000 bn:00085540v
d000.s05546.t00000 bn:00087743v
d000.s05547.t00000 bn:00087027v
d000.s05548.t00000 bn:00095650v
d000.s05549.t00000 bn:00095650v
d000.s05550.t00000 bn:00095650v
d000.s05551.t00000 bn:00095650v
d000.s05552.t00000 bn:00086825v
d000.s05553.t00000 bn:00026301n
d000.s05554.t00000 bn:00026301n
d000.s05555.t00000 bn:00083499v
d000.s05556.t00000 bn:00095549v
d000.s05557.t00000 bn:00085983v
d000.s05558.t00000 bn:00085983v
d000.s05559.t00000 bn:00068678n
d000.s05560.t00000 bn:00082727v
d000.s05561.t00000 bn:00095375v
d000.s05562.t00000 bn:00095375v
d000.s05563.t00000 bn:00092443v
d000.s05564.t00000 bn:00087853v
d000.s05565.t00000 bn:00082272v
d000.s05566.t00000 bn:00090143v
d000.s05567.t00000 bn:00090143v
d000.s05568.t00000 bn:00090143v
d000.s05569.t00000 bn:00085261v
d000.s05570.t00000 bn:00085261v
d000.s05571.t00000 bn:00085261v
d000.s05572.t00000 bn:00090142v
d000.s05573.t00000 bn:00090142v
d000.s05574.t00000 bn:00090144v
d000.s05575.t00000 bn:00090144v
d000.s05576.t00000 bn:00082281v
d000.s05577.t00000 bn:00082281v
d000.s05578.t00000 bn:00086933v
d000.s05579.t00000 bn:00082384v
d000.s05580.t00000 bn:00087318v
d000.s05581.t00000 bn:00084413v
d000.s05582.t00000 bn:00084413v
d000.s05583.t00000 bn:00083552v
d000.s05584.t00000 bn:00092763v
d000.s05585.t00000 bn:00092763v
d000.s05586.t00000 bn:00092770v
d000.s05587.t00000 bn:00091001v
d000.s05588.t00000 bn:00088482v
d000.s05589.t00000 bn:00082122v
d000.s05590.t00000 bn:00088481v
d000.s05591.t00000 bn:00087798v
d000.s05592.t00000 bn:00091032v
d000.s05593.t00000 bn:00089574v
d000.s05594.t00000 bn:00086297v
d000.s05595.t00000 bn:00083309v
d000.s05596.t00000 bn:00092429v
d000.s05597.t00000 bn:00092424v
d000.s05598.t00000 bn:00092424v
d000.s05599.t00000 bn:00086377v
d000.s05600.t00000 bn:00092426v
d000.s05601.t00000 bn:00086779v
d000.s05602.t00000 bn:00084733v
d000.s05603.t00000 bn:00089105v
d000.s05604.t00000 bn:00089105v
d000.s05605.t00000 bn:00089105v
d000.s05606.t00000 bn:00089105v
d000.s05607.t00000 bn:00088162v
d000.s05608.t00000 bn:00088162v
d000.s05609.t00000 bn:00082649v
d000.s05610.t00000 bn:00083141v
d000.s05611.t00000 bn:00094713v
d000.s05612.t00000 bn:00094713v
d000.s05613.t00000 bn:00082596v
d000.s05614.t00000 bn:00082596v
d000.s05615.t00000 bn:00082596v
d000.s05616.t00000 bn:00088981v
d000.s05617.t00000 bn:00088981v
d000.s05618.t00000 bn:00087882v
d000.s05619.t00000 bn:00086799v
d000.s05620.t00000 bn:00095141v
d000.s05621.t00000 bn:00085450v
d000.s05622.t00000 bn:00085450v
d000.s05623.t00000 bn:00085452v
d000.s05624.t00000 bn:00085452v
d000.s05625.t00000 bn:00082871v
d000.s05626.t00000 bn:00088024v
d000.s05627.t00000 bn:00082138v
d000.s05628.t00000 bn:00082138v
d000.s05629.t00000 bn:00082138v
d000.s05630.t00000 bn:00087763v
d000.s05631.t00000 bn:00095351v
d000.s05632.t00000 bn:00091292v
d000.s05633.t00000 bn:00084931v
d000.s05634.t00000 bn:00084931v
d000.s05635.t00000 bn:00083773v
d000.s05636.t00000 bn:00084933v
d000.s05637.t00000 bn:00082720v
d000.s05638.t00000 bn:00082854v
d000.s05639.t00000 bn:00084722v
d000.s05640.t00000 bn:00083369v
d000.s05641.t00000 bn:00083369v
d000.s05642.t00000 bn:00084334v
d000.s05643.t00000 bn:00083372v
d000.s05644.t00000 bn:00092723v
d000.s05645.t00000 bn:00082197v
d000.s05646.t00000 bn:00082197v
d000.s05647.t00000 bn:00087189v
d000.s05648.t00000 bn:00087190v
d000.s05649.t00000 bn:00083095v
d000.s05650.t00000 bn:00083095v
d000.s05651.t00000 bn:00083370v
d000.s05652.t00000 bn:00083370v
d000.s05653.t00000 bn:00083370v
d000.s05654.t00000 bn:00083370v
d000.s05655.t00000 bn:00085647v
d000.s05656.t00000 bn:00085647v
d000.s05657.t00000 bn:00085647v
d000.s05658.t00000 bn:00089572v
d000.s05659.t00000 bn:00087736v
d000.s05660.t00000 bn:00095482v
d000.s05661.t00000 bn:00091293v
d000.s05662.t00000 bn:00086370v
d000.s05663.t00000 bn:00082354v
d000.s05664.t00000 bn:00082354v
d000.s05665.t00000 bn:00082354v
d000.s05666.t00000 bn:00092195v
d000.s05667.t00000 bn:00086714v
d000.s05668.t00000 bn:00086372v
d000.s05669.t00000 bn:00089804v
d000.s05670.t00000 bn:00095628v
d000.s05671.t00000 bn:00082868v
d000.s05672.t00000 bn:00085836v
d000.s05673.t00000 bn:00085529v
d000.s05674.t00000 bn:00082963v
d000.s05675.t00000 bn:00082963v
d000.s05676.t00000 bn:00086935v
d000.s05677.t00000 bn:00086935v
d000.s05678.t00000 bn:00084726v
d000.s05679.t00000 bn:00092476v
d000.s05680.t00000 bn:00094907v
d000.s05681.t00000 bn:00094907v
d000.s05682.t00000 bn:00082566v
d000.s05683.t00000 bn:00094627v
d000.s05684.t00000 bn:00084651v
d000.s05685.t00000 bn:00084651v
d000.s05686.t00000 bn:00082815v
d000.s05687.t00000 bn:00092897v
d000.s05688.t00000 bn:00083374v
d000.s05689.t00000 bn:00082271v
d000.s05690.t00000 bn:00088652v
d000.s05691.t00000 bn:00082820v
d000.s05692.t00000 bn:00091921v
d000.s05693.t00000 bn:00091037v
d000.s05694.t00000 bn:00091565v
d000.s05695.t00000 bn:00093474v
d000.s05696.t00000 bn:00085767v
d000.s05697.t00000 bn:00079647n
d000.s05698.t00000 bn:00090294v
d000.s05699.t00000 bn:00082879v
d000.s05700.t00000 bn:00083943v
d000.s05701.t00000 bn:00087689v
d000.s05702.t00000 bn:00087655v
d000.s05703.t00000 bn:00092274v
d000.s05704.t00000 bn:00092711v
d000.s05705.t00000 bn:00089845v
d000.s05706.t00000 bn:00089845v
d000.s05707.t00000 bn:00084387v
d000.s05708.t00000 bn:00084387v
d000.s05709.t00000 bn:00086770v
d000.s05710.t00000 bn:00084389v
d000.s05711.t00000 bn:00094543v
d000.s05712.t00000 bn:00092866v
d000.s05713.t00000 bn:00092879v
d000.s05714.t00000 bn:00086877v
d000.s05715.t00000 bn:00083102v
d000.s05716.t00000 bn:00086391v
d000.s05717.t00000 bn:00085048v
d000.s05718.t00000 bn:00082475v
d000.s05719.t00000 bn:00084349v
d000.s05720.t00000 bn:00082958v
d000.s05721.t00000 bn:00085596v
d000.s05722.t00000 bn:00085651v
d000.s05723.t00000 bn:00084753v
d000.s05724.t00000 bn:00086942v
d000.s05725.t00000 bn:00092473v
d000.s05726.t00000 bn:00082646v
d000.s05727.t00000 bn:00082646v
d000.s05728.t00000 bn:00082646v
d000.s05729.t00000 bn:00086596v
d000.s05730.t00000 bn:00082267v
d000.s05731.t00000 bn:00085511v
d000.s05732.t00000 bn:00082913v
d000.s05733.t00000 bn:00092640v
d000.s05734.t00000 bn:00084638v
d000.s05735.t00000 bn:00083177v
d000.s05736.t00000 bn:00092847v
d000.s05737.t00000 bn:00086046v
d000.s05738.t00000 bn:00091922v
d000.s05739.t00000 bn:00090914v
d000.s05740.t00000 bn:00089791v
d000.s05741.t00000 bn:00089724v
d000.s05742.t00000 bn:00085223v
d000.s05743.t00000 bn:00092837v
d000.s05744.t00000 bn:00082587v
d000.s05745.t00000 bn:00095176v
d000.s05746.t00000 bn:00088619v
d000.s05747.t00000 bn:00083459v
d000.s05748.t00000 bn:00082249v
d000.s05749.t00000 bn:00082250v
d000.s05750.t00000 bn:00085472v
d000.s05751.t00000 bn:00089318v
d000.s05752.t00000 bn:00082448v
d000.s05753.t00000 bn:00086651v
d000.s05754.t00000 bn:00083460v
d000.s05755.t00000 bn:00084880v
d000.s05756.t00000 bn:00087785v
d000.s05757.t00000 bn:00087785v
d000.s05758.t00000 bn:00083560v
d000.s05759.t00000 bn:00082602v
d000.s05760.t00000 bn:00085709v
d000.s05761.t00000 bn:00095642v
d000.s05762.t00000 bn:00095642v
d000.s05763.t00000 bn:00082375v
d000.s05764.t00000 bn:00082375v
d000.s05765.t00000 bn:00082375v
d000.s05766.t00000 bn:00088476v
d000.s05767.t00000 bn:00082415v
d000.s05768.t00000 bn:00094988v
d000.s05769.t00000 bn:00082417v
d000.s05770.t00000 bn:00094523v
d000.s05771.t00000 bn:00092065v
d000.s05772.t00000 bn:00085427v
d000.s05773.t00000 bn:00025645n
d000.s05774.t00000 bn:00090575v
d000.s05775.t00000 bn:00082270v
d000.s05776.t00000 bn:00085564v
d000.s05777.t00000 bn:00087819v
d000.s05778.t00000 bn:00091073v
d000.s05779.t00000 bn:00083838v
d000.s05780.t00000 bn:00083838v
d000.s05781.t00000 bn:00091982v
d000.s05782.t00000 bn:00082273v
d000.s05783.t00000 bn:00088483v
d000.s05784.t00000 bn:00088483v
d000.s05785.t00000 bn:00082167v
d000.s05786.t00000 bn:00082283v
d000.s05787.t00000 bn:00087918v
d000.s05788.t00000 bn:00085548v
d000.s05789.t00000 bn:00085471v
d000.s05790.t00000 bn:00086709v
d000.s05791.t00000 bn:00089067v
d000.s05792.t00000 bn:00083397v
d000.s05793.t00000 bn:00093676v
d000.s05794.t00000 bn:00093372v
d000.s05795.t00000 bn:00084388v
d000.s05796.t00000 bn:00094625v
d000.s05797.t00000 bn:00094625v
d000.s05798.t00000 bn:00083436v
d000.s05799.t00000 bn:00083436v
d000.s05800.t00000 bn:00093684v
d000.s05801.t00000 bn:00086679v
d000.s05802.t00000 bn:00003341n
d000.s05802.t00001 bn:00094633v
d000.s05803.t00000 bn:00094104v
d000.s05804.t00000 bn:00082393v
d000.s05805.t00000 bn:00089806v
d000.s05806.t00000 bn:00089806v
d000.s05807.t00000 bn:00085379v
d000.s05808.t00000 bn:00095325v
d000.s05809.t00000 bn:00083455v
d000.s05810.t00000 bn:00090255v
d000.s05811.t00000 bn:00092502v
d000.s05812.t00000 bn:00085859v
d000.s05813.t00000 bn:00084724v
d000.s05814.t00000 bn:00091011v
d000.s05815.t00000 bn:00091011v
d000.s05816.t00000 bn:00094129v
d000.s05817.t00000 bn:00089805v
d000.s05818.t00000 bn:00091444v
d000.s05819.t00000 bn:00089731v
d000.s05820.t00000 bn:00089840v
d000.s05820.t00001 bn:00003341n
d000.s05821.t00000 bn:00089840v
d000.s05822.t00000 bn:00089840v
d000.s05823.t00000 bn:00094089v
d000.s05824.t00000 bn:00094089v
d000.s05825.t00000 bn:00094090v
d000.s05826.t00000 bn:00094090v
d000.s05827.t00000 bn:00082233v
d000.s05828.t00000 bn:00082638v
d000.s05829.t00000 bn:00084099v
d000.s05830.t00000 bn:00084119v
d000.s05831.t00000 bn:00084119v
d000.s05832.t00000 bn:00088722v
d000.s05833.t00000 bn:00088722v
d000.s05834.t00000 bn:00092243v
d000.s05835.t00000 bn:00092243v
d000.s05836.t00000 bn:00087024v
d000.s05837.t00000 bn:00082493v
d000.s05838.t00000 bn:00000996n
d000.s05839.t00000 bn:00086385v
d000.s05840.t00000 bn:00082800v
d000.s05841.t00000 bn:00082799v
d000.s05842.t00000 bn:00082196v
d000.s05843.t00000 bn:00094698v
d000.s05844.t00000 bn:00094698v
d000.s05845.t00000 bn:00087230v
d000.s05846.t00000 bn:00095847v
d000.s05847.t00000 bn:00090211v
d000.s05848.t00000 bn:00092997v
d000.s05849.t00000 bn:00092988v
d000.s05850.t00000 bn:00093731v
d000.s05851.t00000 bn:00092540v
d000.s05852.t00000 bn:00086518v
d000.s05853.t00000 bn:00087137v
d000.s05854.t00000 bn:00091585v
d000.s05855.t00000 bn:00095295v
d000.s05856.t00000 bn:00085838v
d000.s05857.t00000 bn:00087952v
d000.s05858.t00000 bn:00092916v
d000.s05859.t00000 bn:00093287v
d000.s05860.t00000 bn:00093287v
d000.s05861.t00000 bn:00093287v
d000.s05862.t00000 bn:00086380v
d000.s05863.t00000 bn:00085583v
d000.s05864.t00000 bn:00082195v
d000.s05865.t00000 bn:00087572v
d000.s05866.t00000 bn:00082527v
d000.s05867.t00000 bn:00085007v
d000.s05868.t00000 bn:00082689v
d000.s05869.t00000 bn:00082689v
d000.s05870.t00000 bn:00082411v
d000.s05871.t00000 bn:00083101v
d000.s05872.t00000 bn:00084385v
d000.s05873.t00000 bn:00092787v
d000.s05874.t00000 bn:00090150v
d000.s05875.t00000 bn:00086169v
d000.s05876.t00000 bn:00095848v
d000.s05877.t00000 bn:00003341n
d000.s05878.t00000 bn:00086931v
d000.s05879.t00000 bn:00084324v
d000.s05880.t00000 bn:00095750v
d000.s05881.t00000 bn:00089058v
d000.s05882.t00000 bn:00089497v
d000.s05883.t00000 bn:00083123v
d000.s05884.t00000 bn:00083126v
d000.s05885.t00000 bn:00082971v
d000.s05886.t00000 bn:00086659v
d000.s05887.t00000 bn:00084878v
d000.s05888.t00000 bn:00085115v
d000.s05889.t00000 bn:00092115v
d000.s05890.t00000 bn:00084416v
d000.s05891.t00000 bn:00093759v
d000.s05892.t00000 bn:00082823v
d000.s05893.t00000 bn:00085439v
d000.s05894.t00000 bn:00085439v
d000.s05895.t00000 bn:00091708v
d000.s05896.t00000 bn:00091708v
d000.s05897.t00000 bn:00086745v
d000.s05898.t00000 bn:00085595v
d000.s05899.t00000 bn:00085595v
d000.s05900.t00000 bn:00003341n
d000.s05901.t00000 bn:00085711v
d000.s05902.t00000 bn:00085711v
d000.s05903.t00000 bn:00085711v
d000.s05904.t00000 bn:00090486v
d000.s05905.t00000 bn:00095777v
d000.s05906.t00000 bn:00095777v
d000.s05907.t00000 bn:00095777v
d000.s05908.t00000 bn:00083247v
d000.s05909.t00000 bn:00087795v
d000.s05910.t00000 bn:00087795v
d000.s05911.t00000 bn:00087795v
d000.s05912.t00000 bn:00087795v
d000.s05913.t00000 bn:00083461v
d000.s05914.t00000 bn:00088782v
d000.s05915.t00000 bn:00089351v
d000.s05916.t00000 bn:00090069v
d000.s05917.t00000 bn:00070537n
